Scale,Region_Name,Season_Name,Metrics,Trend_Decadal,P_Value,Change_Point_Year,Change_Point_pvalue,Trend_Decadal_pre,P_Value_pre,Trend_Decadal_post,P_Value_post,RatioPostPre
Region x Season_12nm,Western North Island,Winter,Cumulative_Intensity,0.391898329,8.96E-04,1997,0.00153752,0,1,0,0.962285959,NA
Region x Season_12nm,Western North Island,Spring,Number_MHW_days,0.1716141,0.00501014,1997,0.036807037,0,0.857881766,0.853174603,0.289379585,Inf
Region x Season_12nm,Western North Island,Spring,Nevents,0.03968254,0.00517691,1997,0.025898761,0,0.765358158,0.087301587,0.382537146,Inf
Region x Season_12nm,Western North Island,Spring,Mean_Intensity,0.226277165,0.002920105,1997,0.047886292,0,0.676069303,0.22710615,0.099428818,Inf
Region x Season_12nm,Western North Island,Spring,Maximum_Intensity,0.313288227,0.006274419,1997,0.06398095,0,0.765358158,0.248851032,0.187469094,Inf
Region x Season_12nm,Western North Island,Spring,Cumulative_Intensity,0.185478347,0.003694375,1997,0.035423161,0,0.857881766,0.978212936,0.220969959,Inf
Region x Season_12nm,Eastern North Island,Summer,Number_MHW_days,3.740079365,5.03E-04,1997,0.009861279,0,0.748498358,5.88047138,0.052566837,Inf
Region x Season_12nm,Eastern North Island,Summer,Nevents,0.37037037,0.001662711,1997,0.009861279,0,0.817980144,0.420727745,0.260923444,Inf
Region x Season_12nm,Eastern North Island,Summer,Mean_Intensity,0.142703902,4.62E-04,2001,0.017955279,0,0.869996118,0.200126046,0.010266004,Inf
Region x Season_12nm,Eastern North Island,Summer,Maximum_Intensity,0.317615391,3.54E-04,2001,0.017955279,0.003660103,0.76830393,0.511444322,0.008610787,139.7349469
Region x Season_12nm,Eastern North Island,Summer,Cumulative_Intensity,6.297865094,5.50E-04,1997,0.011745779,-0.025625154,0.680173964,11.97964624,0.042165578,-467.4955869
Region x Season_12nm,Eastern North Island,Autumn,Number_MHW_days,2.608024691,2.46E-04,1997,0.001014668,0,0.273212885,0.821759259,0.674117214,Inf
Region x Season_12nm,Eastern North Island,Autumn,Nevents,0.268779752,7.79E-04,1997,0.002302679,0,0.192098209,0,1,NA
Region x Season_12nm,Eastern North Island,Autumn,Mean_Intensity,0.098615145,4.08E-04,1996,0.012804996,0,0.59287138,0.059034872,0.089373253,Inf
Region x Season_12nm,Eastern North Island,Autumn,Maximum_Intensity,0.262941355,1.34E-04,1997,0.001884355,0,0.531800345,0.094176595,0.207124301,Inf
Region x Season_12nm,Eastern North Island,Autumn,Cumulative_Intensity,3.202714617,1.78E-04,1997,0.001014668,0,0.25166681,1.325167517,0.575021042,Inf
Region x Season_12nm,Eastern North Island,Winter,Number_MHW_days,0,0.202087132,1996,0.059575471,0,0.952626462,-1.931216931,0.10192247,#NAME?
Region x Season_12nm,Eastern North Island,Winter,Nevents,0,0.116941861,1996,0.049684303,0,0.952626462,-0.158730159,0.226201109,#NAME?
Region x Season_12nm,Eastern North Island,Winter,Mean_Intensity,0,0.32515952,1996,0.081656246,0,1,-0.084615375,0.05405537,#NAME?
Region x Season_12nm,Eastern North Island,Winter,Maximum_Intensity,0,0.177554904,1996,0.061744575,0,0.952626462,-0.08869207,0.139302264,#NAME?
Region x Season_12nm,Eastern North Island,Winter,Cumulative_Intensity,0,0.193692282,1996,0.057472053,0,0.952626462,-2.392534475,0.106789312,#NAME?
Region x Season_12nm,Eastern North Island,Spring,Number_MHW_days,0,0.197856827,1997,0.308143965,0,0.099505262,0,0.755396366,NA
Region x Season_12nm,Eastern North Island,Spring,Nevents,0,0.162233961,1997,0.416255311,0,0.133776274,0,0.457293699,NA
Region x Season_12nm,Eastern North Island,Spring,Mean_Intensity,0,0.349622212,2016,0.416255311,0,0.431454141,0.511117976,0.452370361,Inf
Region x Season_12nm,Eastern North Island,Spring,Maximum_Intensity,0,0.401948721,2016,0.547678834,0,0.413949197,1.414116476,0.060289174,Inf
Region x Season_12nm,Eastern North Island,Spring,Cumulative_Intensity,0,0.229147688,1997,0.35039924,0,0.099505262,0,0.792085201,NA
Region x Season_12nm,North Cook Strait,Summer,Number_MHW_days,2.198711755,0.011358105,2012,1,0,0.945650535,30,0.049097982,Inf
Region x Season_12nm,North Cook Strait,Summer,Nevents,0.148078135,0.11231229,2012,0.222181346,-0.031055901,0.758796833,0.77294686,0.529598808,-24.88888889
Region x Season_12nm,North Cook Strait,Summer,Mean_Intensity,0.06068124,0.100040483,2011,1,-0.023923996,0.452460793,0.67683837,0.212911903,-28.29119176
Region x Season_12nm,North Cook Strait,Summer,Maximum_Intensity,0.144844251,0.036807001,2011,0.05543276,-0.037220934,0.567028392,1.377026567,0.06170669,-36.99602429
Region x Season_12nm,North Cook Strait,Summer,Cumulative_Intensity,3.934504993,0.015756951,2012,1,0,0.945666289,69.40285399,0.049097982,Inf
Region x Season_12nm,North Cook Strait,Autumn,Number_MHW_days,3.429951691,0.001611131,1997,0.02032058,0.180124224,0.299156383,3.759451796,0.326505809,20.87143928
Region x Season_12nm,North Cook Strait,Autumn,Nevents,0.245962733,0.00486446,1994,0.034085081,0,0.502441769,0.118822576,0.566382793,Inf
Region x Season_12nm,North Cook Strait,Autumn,Mean_Intensity,0.098560214,0.050231476,1993,0.151326393,0,0.877491072,0.031721739,0.679647767,Inf
Region x Season_12nm,North Cook Strait,Autumn,Maximum_Intensity,0.265568015,0.005076329,1994,0.03971729,0,0.50435287,0.028201624,0.58006448,Inf
Region x Season_12nm,North Cook Strait,Autumn,Cumulative_Intensity,5.059816394,0.002212717,1994,0.022959638,0,0.593254904,4.373947046,0.40657508,Inf
Region x Season_12nm,North Cook Strait,Winter,Number_MHW_days,2.348341639,1.47E-04,1997,2.42E-04,0,0.802908785,1.15942029,0.623812436,Inf
Region x Season_12nm,North Cook Strait,Winter,Nevents,0.27173913,8.14E-05,1997,1.61E-04,0,0.920377384,0.108695652,0.512190668,Inf
Region x Season_12nm,North Cook Strait,Winter,Mean_Intensity,0.073203876,0.104876155,1996,0.02032058,0,0.910467011,-0.092782001,0.164846393,#NAME?
Region x Season_12nm,North Cook Strait,Winter,Maximum_Intensity,0.177110732,0.015488997,1996,0.001702749,0,1,-0.101520779,0.321143473,#NAME?
Region x Season_12nm,North Cook Strait,Winter,Cumulative_Intensity,2.846624683,2.46E-04,1997,2.29E-04,0,0.802908785,0.512768011,0.833515704,Inf
Region x Season_12nm,North Cook Strait,Spring,Number_MHW_days,0.492753623,0.039151825,1997,0.096666636,0,0.602331867,0,0.77759795,NA
Region x Season_12nm,North Cook Strait,Spring,Nevents,0.077006951,0.02051228,1997,0.078903022,0,0.566011962,0.086956522,0.509628,Inf
Region x Season_12nm,North Cook Strait,Spring,Mean_Intensity,0.041429144,0.058262079,1996,0.176057562,0,0.212182743,0.037441275,0.435450382,Inf
Region x Season_12nm,North Cook Strait,Spring,Maximum_Intensity,0.106737033,0.04928795,1996,0.087406277,0,0.312519009,0,0.73819666,NA
Region x Season_12nm,North Cook Strait,Spring,Cumulative_Intensity,0.512672842,0.039151825,1997,0.078903022,0,0.602331867,0,0.887691924,NA
Region x Season_12nm,South Cook Strait,Summer,Number_MHW_days,2.616959064,0.021138583,2009,0.076228684,0,0.842030381,17.73026316,0.076850872,Inf
Region x Season_12nm,South Cook Strait,Summer,Nevents,0.210526316,0.037000145,2009,0.129475791,0,1,0.830409357,0.358326467,Inf
Region x Season_12nm,South Cook Strait,Summer,Mean_Intensity,0.142189856,0.005543607,2004,0.035423161,0,0.851033699,0.206274718,0.324712384,Inf
Region x Season_12nm,South Cook Strait,Summer,Maximum_Intensity,0.291897239,0.005955603,2006,0.047886292,0,0.670423826,0.597412224,0.224134302,Inf
Region x Season_12nm,South Cook Strait,Summer,Cumulative_Intensity,4.809886796,0.019864038,2009,0.057472053,0,0.810984257,38.58349924,0.127203688,Inf
Region x Season_12nm,South Cook Strait,Autumn,Number_MHW_days,0.78375286,0.024977414,1997,0.151326393,0,0.735093593,0.587044534,0.478152388,Inf
Region x Season_12nm,South Cook Strait,Autumn,Nevents,0.05353902,0.12961229,1997,0.262518929,0,0.662799419,0,0.776510272,NA
Region x Season_12nm,South Cook Strait,Autumn,Mean_Intensity,0,0.489185861,2014,0.891345151,0,0.665355601,-0.339778014,0.901538627,#NAME?
Region x Season_12nm,South Cook Strait,Autumn,Maximum_Intensity,0,0.305135702,2012,0.661291765,0,0.697028498,0.72776931,0.529598808,Inf
Region x Season_12nm,South Cook Strait,Autumn,Cumulative_Intensity,0.984778591,0.024977414,1997,1,0,0.735093593,1.361428374,0.368962764,Inf
Region x Season_12nm,South Cook Strait,Winter,Number_MHW_days,1.115420129,7.65E-04,1996,0.002419928,0,0.252694062,1.203007519,0.308658312,Inf
Region x Season_12nm,South Cook Strait,Winter,Nevents,0.195175439,4.07E-04,1996,0.001618175,0,0.252694062,0.210526316,0.249338193,Inf
Region x Season_12nm,South Cook Strait,Winter,Mean_Intensity,0.09561983,0.004254156,1996,0.00219071,0,0.198160877,0,0.92945915,NA
Region x Season_12nm,South Cook Strait,Winter,Maximum_Intensity,0.190294088,5.87E-04,1996,0.001069459,0,0.252694062,0.059264192,0.425609017,Inf
Region x Season_12nm,South Cook Strait,Winter,Cumulative_Intensity,1.05590828,8.34E-04,1996,0.001981753,0,0.252694062,0.919558138,0.376020012,Inf
Region x Season_12nm,South Cook Strait,Spring,Number_MHW_days,0.331937799,0.03380947,1997,0.061744575,0,0.095442775,0.589901788,0.423550349,Inf
Region x Season_12nm,South Cook Strait,Spring,Nevents,0.056940597,0.030827531,1997,0.03971729,0,0.10578065,0.073099415,0.571927801,Inf
Region x Season_12nm,South Cook Strait,Spring,Mean_Intensity,0.06118786,0.052129969,1997,0.117652072,0,0.076465904,0.089709531,0.346447508,Inf
Region x Season_12nm,South Cook Strait,Spring,Maximum_Intensity,0.144372756,0.029122874,1997,0.07363152,0,0.118017243,0.18351969,0.322869938,Inf
Region x Season_12nm,South Cook Strait,Spring,Cumulative_Intensity,0.379860141,0.030940022,1997,0.068661947,0,0.095442775,0.777559045,0.346447508,Inf
Region x Season_12nm,West Coast South Island,Summer,Number_MHW_days,0.909090909,0.160806719,2009,0.292330253,0,0.490991046,12.38311688,0.221535644,Inf
Region x Season_12nm,West Coast South Island,Summer,Nevents,0.020661157,0.395738958,2009,0.596630982,0,0.465667394,0.154220779,0.759462865,Inf
Region x Season_12nm,West Coast South Island,Summer,Mean_Intensity,0.03239281,0.358026303,2009,0.215950411,-0.125534676,0.068285543,0.496859846,0.142390774,-3.957948993
Region x Season_12nm,West Coast South Island,Summer,Maximum_Intensity,0.112973411,0.203144072,2009,0.160860351,-0.080024175,0.156196442,1.065375146,0.142390774,-13.31316629
Region x Season_12nm,West Coast South Island,Summer,Cumulative_Intensity,2.146300256,0.143964704,2009,0.255436956,0,0.490991046,39.04446158,0.221535644,Inf
Region x Season_12nm,West Coast South Island,Autumn,Number_MHW_days,1.315656566,0.001464577,1998,0.011745779,0,0.892988798,4.231601732,0.233662308,Inf
Region x Season_12nm,West Coast South Island,Autumn,Nevents,0.148071625,0.004644315,1998,0.012804996,0,0.787685388,0.070850202,0.690407193,Inf
Region x Season_12nm,West Coast South Island,Autumn,Mean_Intensity,0.140504665,0.030142723,2012,0.235058727,0,0.613502397,0.246510125,0.37109337,Inf
Region x Season_12nm,West Coast South Island,Autumn,Maximum_Intensity,0.304765369,0.005826351,2012,0.106732232,0,0.374409103,0.517770595,0.283130871,Inf
Region x Season_12nm,West Coast South Island,Autumn,Cumulative_Intensity,2.150869456,9.69E-04,1998,0.013949521,0,0.892988798,9.490455781,0.123963965,Inf
Region x Season_12nm,West Coast South Island,Winter,Number_MHW_days,0,0.018918705,1996,0.151326393,0,0.84749294,0,0.362847289,NA
Region x Season_12nm,West Coast South Island,Winter,Nevents,0,0.023826713,1998,0.170869902,0,0.958906859,0,0.443449739,NA
Region x Season_12nm,West Coast South Island,Winter,Mean_Intensity,0,0.044443397,1994,0.146733186,0,0.404112224,0,0.682903926,NA
Region x Season_12nm,West Coast South Island,Winter,Maximum_Intensity,0,0.02091614,1996,0.151326393,0,0.948885763,0,0.426030323,NA
Region x Season_12nm,West Coast South Island,Winter,Cumulative_Intensity,0,0.022340561,1996,0.151326393,0,0.84749294,0,0.426030323,NA
Region x Season_12nm,West Coast South Island,Spring,Number_MHW_days,0,0.166385452,1996,0.436531168,0,0.258995631,0,0.66565719,NA
Region x Season_12nm,West Coast South Island,Spring,Nevents,0,0.119305856,1996,1,0,0.284056378,0,0.584890957,NA
Region x Season_12nm,West Coast South Island,Spring,Mean_Intensity,0,0.255628291,2015,0.387062193,0,0.544810527,0.854768373,0.763890593,Inf
Region x Season_12nm,West Coast South Island,Spring,Maximum_Intensity,0,0.113737824,2015,0.300160429,0,0.780837488,2.498591311,0.229556214,Inf
Region x Season_12nm,West Coast South Island,Spring,Cumulative_Intensity,0,0.158946216,1996,0.416255311,0,0.258995631,0,0.66565719,NA
Region x Season_12nm,East Coast South Island,Summer,Number_MHW_days,3.76953125,5.32E-04,2009,0.003093543,0.119318182,0.796658321,23.09895833,0.099508732,193.5912698
Region x Season_12nm,East Coast South Island,Summer,Nevents,0.390625,8.36E-04,2008,0.00219071,0,0.866741135,1.40625,0.070405241,Inf
Region x Season_12nm,East Coast South Island,Summer,Mean_Intensity,0.113826298,0.001450862,2006,0.001618175,0,0.869547726,0.136549779,0.44404364,Inf
Region x Season_12nm,East Coast South Island,Summer,Maximum_Intensity,0.341001978,4.68E-05,2006,3.61E-04,0.04506181,0.526426682,0.632408393,0.191670591,14.03424303
Region x Season_12nm,East Coast South Island,Summer,Cumulative_Intensity,6.885406387,4.87E-04,2009,0.002083804,0,0.921054521,48.42447809,0.076850872,Inf
Region x Season_12nm,East Coast South Island,Autumn,Number_MHW_days,1.359747024,0.008012855,1998,0.042826303,0,1,1.9375,0.502422873,Inf
Region x Season_12nm,East Coast South Island,Autumn,Nevents,0.15625,0.018987283,1998,0.081656246,0,1,0.142973856,0.654687624,Inf
Region x Season_12nm,East Coast South Island,Autumn,Mean_Intensity,0.069413804,0.023667772,2012,0.106732232,0,0.740708905,0.027451267,0.858027657,Inf
Region x Season_12nm,East Coast South Island,Autumn,Maximum_Intensity,0.172165356,0.012484165,1998,0.081656246,0,1,0.087715725,0.345357577,Inf
Region x Season_12nm,East Coast South Island,Autumn,Cumulative_Intensity,1.606677145,0.016221882,1998,0.057472053,0,0.965155334,1.519203615,0.691132337,Inf
Region x Season_12nm,East Coast South Island,Winter,Number_MHW_days,3.720531798,2.94E-04,1996,0.003936623,0,1,6.927083333,0.144106574,Inf
Region x Season_12nm,East Coast South Island,Winter,Nevents,0.408717105,1.92E-04,1996,0.003408486,0,0.955091802,0.441176471,0.105926726,Inf
Region x Season_12nm,East Coast South Island,Winter,Mean_Intensity,0.024585172,0.137892227,1996,0.27712524,0,1,0,1,NA
Region x Season_12nm,East Coast South Island,Winter,Maximum_Intensity,0.123391142,0.028102297,1996,0.081656246,0,0.822057852,0.040685466,0.595313451,Inf
Region x Season_12nm,East Coast South Island,Winter,Cumulative_Intensity,4.193283837,3.87E-04,1996,0.00432947,0,0.910467011,7.758718893,0.156656862,Inf
Region x Season_12nm,East Coast South Island,Spring,Number_MHW_days,1.386029412,0.004061099,1998,0.025898761,0,0.852735966,1.966911765,0.308467165,Inf
Region x Season_12nm,East Coast South Island,Spring,Nevents,0.308277027,8.48E-04,1998,0.021168586,0,0.745029295,0.46875,0.073371474,Inf
Region x Season_12nm,East Coast South Island,Spring,Mean_Intensity,0.12071829,0.006780156,1998,0.021168586,0,1,0.055011876,0.518510481,Inf
Region x Season_12nm,East Coast South Island,Spring,Maximum_Intensity,0.389653774,0.001355244,1998,0.007544441,0,0.926051061,0.22948853,0.296965881,Inf
Region x Season_12nm,East Coast South Island,Spring,Cumulative_Intensity,2.088176337,0.002778797,1998,0.019502976,0,0.852735966,4.20662606,0.274557655,Inf
Region x Season_12nm,Southland,Summer,Number_MHW_days,2.017316017,0.054039203,2009,1,-0.785882353,0.340095205,12.71428571,0.127203688,-16.17835757
Region x Season_12nm,Southland,Summer,Nevents,0.219954649,0.039869627,2009,0.019502976,-0.142857143,0.310868851,0.728571429,0.360121648,-5.1
Region x Season_12nm,Southland,Summer,Mean_Intensity,0.069467208,0.129126447,2007,0.015839199,-0.165543418,0.125659739,-0.150923339,0.488422317,0.911684323
Region x Season_12nm,Southland,Summer,Maximum_Intensity,0.192853829,0.0526474,2007,0.009435121,-0.266191793,0.190366579,-0.027932493,1,0.104933713
Region x Season_12nm,Southland,Summer,Cumulative_Intensity,3.431756418,0.039923754,2009,0.035423161,-1.240641416,0.360786628,22.94530516,0.127203688,-18.49471157
Region x Season_12nm,Southland,Autumn,Number_MHW_days,2.133540373,5.92E-04,1998,0.004758038,0,0.759759655,4.780075188,0.101506322,Inf
Region x Season_12nm,Southland,Autumn,Nevents,0.19047619,0.003366492,1998,0.008632521,0,1,0.142857143,0.486951816,Inf
Region x Season_12nm,Southland,Autumn,Mean_Intensity,0.125957746,0.010238744,1998,0.036807037,0,0.895731317,0.071395546,0.487220112,Inf
Region x Season_12nm,Southland,Autumn,Maximum_Intensity,0.296848754,0.002392315,1998,0.006890057,0,0.965155334,0.182266877,0.398887787,Inf
Region x Season_12nm,Southland,Autumn,Cumulative_Intensity,2.803343435,0.001163501,1998,0.005734042,0,0.759759655,5.454547652,0.180294115,Inf
Region x Season_12nm,Southland,Winter,Number_MHW_days,1.383928571,0.002593662,1996,0.016518311,0,0.567379493,2.534161491,0.315992519,Inf
Region x Season_12nm,Southland,Winter,Nevents,0.142857143,0.003998319,1996,0.017955279,0,0.567379493,0.19047619,0.422025049,Inf
Region x Season_12nm,Southland,Winter,Mean_Intensity,0.037955798,0.022755605,1996,0.019502976,0,0.667969564,0,0.80637042,NA
Region x Season_12nm,Southland,Winter,Maximum_Intensity,0.077583303,0.011655478,1996,0.019502976,0,0.667969564,0,0.876048958,NA
Region x Season_12nm,Southland,Winter,Cumulative_Intensity,1.34892242,0.002810804,1996,0.016518311,0,0.567379493,2.843654622,0.337981321,Inf
Region x Season_12nm,Southland,Spring,Number_MHW_days,0.638181818,0.012690538,1998,0.117652072,0,0.265376995,2.5,0.054882214,Inf
Region x Season_12nm,Southland,Spring,Nevents,0.095238095,0.014979049,1998,0.110274822,0,0.307274479,0.285714286,0.089896929,Inf
Region x Season_12nm,Southland,Spring,Mean_Intensity,0.045001141,0.09985824,2006,0.137885103,0,0.384626677,0.126845033,0.528069921,Inf
Region x Season_12nm,Southland,Spring,Maximum_Intensity,0.201578388,0.029991199,2006,0.087406277,0,0.601919704,0.33151087,0.176360434,Inf
Region x Season_12nm,Southland,Spring,Cumulative_Intensity,0.934416198,0.014034166,1998,0.137885103,0,0.265376995,3.16351349,0.048875897,Inf
Region x Season_12nm,Fiordland,Summer,Number_MHW_days,0,0.313937893,2012,0.547678834,0,0.53144697,24.01785714,0.418961725,Inf
Region x Season_12nm,Fiordland,Summer,Nevents,0,0.532781595,2012,0.786729254,0,0.452460793,0.446428571,0.856890422,Inf
Region x Season_12nm,Fiordland,Summer,Mean_Intensity,0,0.866715249,2009,0.830882032,-0.010579471,0.09901323,0.174245946,0.712442989,-16.47019428
Region x Season_12nm,Fiordland,Summer,Maximum_Intensity,0,0.471967752,2009,0.535836613,0,0.202739505,0.726919765,0.461028618,Inf
Region x Season_12nm,Fiordland,Summer,Cumulative_Intensity,0,0.337537871,2012,0.622041069,0,0.55516464,43.45034469,0.418961725,Inf
